sec_name,hold_stocks,holding_marketvalue,publish_ratio,calculate_ratio,change_holdstocks,float_sharesratio,code,date
浙江东方,7628385.0,51186463.35,0.34,0.3423962067445577,-402789.0,0.6632710502646456,600120.SH,2020-11-13
郑州煤电,120.0,258.0,0.0,9.848884963167115e-06,0.0,2.7226875852447954e-05,600121.SH,2020-11-13
*ST宏图,2857903.0,3315167.48,0.24,0.24674141136129085,0.0,0.3476470410141175,600122.SH,2020-11-13
兰花科创,483639.0,2471395.29,0.04,0.042335346638655465,0.0,0.07712802602621759,600123.SH,2020-11-13
铁龙物流,37545316.0,201993800.07999998,2.87,2.875885632231084,1266472.0,4.1088182771480914,600125.SH,2020-11-13
国网信通,3852885.0,69428987.7,0.77,0.7772501213337168,320200.0,0.9844968470988192,600131.SH,2020-11-13
重庆啤酒,33104857.0,3438270448.02,6.84,6.840253539219909,-20408.0,17.10063377738179,600132.SH,2020-11-13
乐凯胶片,222266.0,1640323.08,0.05,0.0595900603534821,0.0,0.09044115970969017,600135.SH,2020-11-13
当代文体,5098116.0,37012322.16,1.04,1.0470943785977824,2115897.0,2.0104422550138916,600136.SH,2020-11-13
中青旅,13835491.0,148731528.25,1.91,1.9114018291335102,102039.0,2.4842178313287624,600138.SH,2020-11-13
兴发集团,23515594.0,301469915.08,3.16,3.164136390513627,-891070.0,4.797009095195293,600141.SH,2020-11-13
金发科技,75942265.0,1262919866.9499998,2.95,2.9507928856211363,-2322544.0,4.214331216535236,600143.SH,2020-11-13
中国船舶,6768280.0,121287577.60000001,0.49,0.49112499614129446,353302.0,1.006051320776283,600150.SH,2020-11-13
建发股份,65949871.0,573763877.6999999,2.32,2.326109575043004,-49500.0,4.460555388794487,600153.SH,2020-11-13
华创阳安,4869244.0,57311001.879999995,0.27,0.2799129310102237,-187900.0,0.43526082905806646,600155.SH,2020-11-13
